scientificName,thr_lev2,stressName,thr_lev1,thr_lev1name,thr_lev2name
Acropora willisae,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora willisae,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Acropora willisae,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Acropora willisae,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Acropora willisae,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Acropora willisae,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora willisae,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora willisae,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora willisae,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora orientalis,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Montipora orientalis,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Montipora orientalis,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Montipora orientalis,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Montipora orientalis,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Montipora orientalis,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Montipora orientalis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Montipora orientalis,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Montipora orientalis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Montipora orientalis,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora orientalis,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Montipora orientalis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora orientalis,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora orientalis,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora orientalis,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Montipora orientalis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Montipora orientalis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Montipora orientalis,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora orientalis,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Montipora orientalis,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora orientalis,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora orientalis,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora plumosa,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Acropora plumosa,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Acropora plumosa,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Acropora plumosa,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Acropora plumosa,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Acropora plumosa,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Acropora plumosa,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Acropora plumosa,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Acropora plumosa,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Acropora plumosa,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora plumosa,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora plumosa,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora plumosa,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Acropora plumosa,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Acropora plumosa,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Acropora plumosa,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Acropora plumosa,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Acropora plumosa,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Acropora plumosa,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Acropora plumosa,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora plumosa,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Acropora plumosa,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora patula,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Montipora patula,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Montipora patula,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Montipora patula,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Montipora patula,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Montipora patula,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Montipora patula,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Montipora patula,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Montipora patula,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Montipora patula,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora patula,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora patula,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora patula,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Montipora patula,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Montipora patula,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Montipora patula,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Montipora patula,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Montipora patula,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Montipora patula,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Montipora patula,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora patula,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Montipora patula,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Stylophora madagascarensis,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Stylophora madagascarensis,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Stylophora madagascarensis,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Stylophora madagascarensis,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Stylophora madagascarensis,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Stylophora madagascarensis,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Stylophora madagascarensis,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Stylophora madagascarensis,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Stylophora madagascarensis,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Stylophora madagascarensis,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Stylophora madagascarensis,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Stylophora madagascarensis,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Stylophora madagascarensis,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Stylophora madagascarensis,8.1,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Stylophora madagascarensis,9.1,Ecosystem stresses,9,Pollution,Domestic & urban waste water
Stylophora madagascarensis,1.1,Ecosystem stresses,1,Residential & commercial development,Housing & urban areas
Stylophora madagascarensis,1.3,Ecosystem stresses,1,Residential & commercial development,Tourism & recreation areas
Stylophora madagascarensis,5.4,Species mortality,5,Biological resource use,Fishing & harvesting aquatic resources
Stylophora madagascarensis,4.3,Ecosystem stresses,4,Transportation & service corridors,Shipping lanes
Stylophora madagascarensis,8.2,Species mortality,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Stylophora madagascarensis,8.2,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Stylophora madagascarensis,8.2,Indirect species effects,8,"Invasive & other problematic species, genes & diseases",Problematic native species/diseases
Turbinaria bifrons,9.5,Ecosystem stresses,9,Pollution,Air-borne pollutants
Turbinaria bifrons,11.3,Ecosystem stresses,11,Climate change & severe weather,Temperature extremes
Turbinaria bifrons,11.3,Species mortality,11,Climate change & severe weather,Temperature extremes
Turbinaria bifrons,11.3,Species disturbance,11,Climate change & severe weather,Temperature extremes
Turbinaria bifrons,11.3,Indirect species effects,11,Climate change & severe weather,Temperature extremes
Turbinaria bifrons,11.4,Ecosystem stresses,11,Climate change & severe weather,Storms & flooding
Turbinaria bifrons,9.3,Ecosystem stresses,9,Pollution,Agricultural & forestry effluents
Turbinaria bifrons,1.2,Ecosystem stresses,1,Residential & commercial development,Commercial & industrial areas
Turbinaria bifrons,6.1,Species disturbance,6,Human intrusions & disturbance,Recreational activities
Turbinaria bifrons,5.4,Ecosystem stresses,5,Biological resource use,Fishing & harvesting aquatic resources
Turbinaria bifrons,9.2,Ecosystem stresses,9,Pollution,Industrial & military effluents
Turbinaria bifrons,8.1,Species mortality,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
Turbinaria bifrons,8.1,Species disturbance,8,"Invasive & other problematic species, genes & diseases",Invasive non-native/alien species/diseases
