scientificName,redlistCategory,actions,other_threats,smallpop
Pristimantis nyctophylax,Vulnerable,NA,NA,NA
Eleutherodactylus luteolus,Endangered,NA,NA,NA
Eleutherodactylus mariposa,Critically Endangered,NA,NA,NA
Craugastor matudai,Vulnerable,NA,NA,NA
Craugastor megalotympanum,Critically Endangered,NA,yes,NA
Eleutherodactylus melacara,Endangered,NA,yes,NA
Craugastor milesi,Critically Endangered,NA,NA,NA
Eleutherodactylus minutus,Endangered,NA,NA,NA
Eleutherodactylus modestus,Vulnerable,NA,NA,NA
Eleutherodactylus pituinus,Endangered,NA,yes,NA
Pristimantis ocreatus,Endangered,NA,NA,NA
Craugastor pozo,Critically Endangered,NA,NA,NA
Eleutherodactylus probolaeus,Endangered,NA,NA,NA
Pristimantis prolatus,Endangered,NA,NA,NA
Craugastor psephosypharus,Vulnerable,NA,NA,NA
Eleutherodactylus orcutti,Critically Endangered,yes,NA,NA
Pristimantis pteridophilus,Endangered,NA,NA,NA
Pristimantis orestes,Endangered,NA,NA,NA
Eleutherodactylus orientalis,Critically Endangered,NA,yes,NA
Pristimantis ornatissimus,Vulnerable,NA,NA,NA
Craugastor punctariolus,Endangered,NA,NA,NA
Eleutherodactylus oxyrhyncus,Critically Endangered,NA,NA,NA
Pristimantis pycnodermis,Endangered,NA,NA,NA
Craugastor pygmaeus,Vulnerable,NA,NA,NA
Pristimantis pyrrhomerus,Endangered,NA,NA,NA
Eleutherodactylus parabates,Critically Endangered,NA,NA,NA
Pristimantis paramerus,Endangered,NA,NA,NA
Eleutherodactylus parapelates,Critically Endangered,NA,NA,NA
Pristimantis pastazensis,Endangered,NA,NA,NA
Eleutherodactylus patriciae,Endangered,NA,yes,NA
Eleutherodactylus paulsoni,Critically Endangered,NA,NA,NA
Eleutherodactylus pentasyringos,Vulnerable,NA,NA,NA
Pristimantis percultus,Endangered,NA,NA,NA
Craugastor persimilis,Vulnerable,NA,NA,NA
Eleutherodactylus pezopetrus,Critically Endangered,NA,NA,NA
Eleutherodactylus pictissimus,Vulnerable,NA,NA,NA
Eleutherodactylus pinarensis,Endangered,NA,yes,NA
Eleutherodactylus pinchoni,Endangered,NA,NA,NA
Craugastor polymniae,Critically Endangered,yes,NA,NA
Eleutherodactylus poolei,Critically Endangered,NA,yes,NA
Eleutherodactylus portoricensis,Endangered,yes,NA,NA
Craugastor ranoides,Critically Endangered,yes,NA,NA
Pristimantis simonbolivari,Endangered,NA,NA,NA
Craugastor silvicola,Endangered,NA,NA,NA
Craugastor stuarti,Endangered,NA,NA,NA
Eleutherodactylus rhodesi,Critically Endangered,NA,NA,NA
Craugastor rhodopis,Vulnerable,NA,NA,NA
Craugastor rhyacobatrachus,Endangered,NA,NA,NA
Pristimantis surdus,Endangered,NA,NA,NA
Eleutherodactylus richmondi,Critically Endangered,yes,NA,NA
Eleutherodactylus ricordii,Vulnerable,NA,yes,NA
Eleutherodactylus symingtoni,Critically Endangered,NA,yes,yes
Eleutherodactylus syristes,Endangered,NA,NA,NA
Eleutherodactylus rivularis,Critically Endangered,NA,yes,NA
Craugastor rivulus,Vulnerable,NA,NA,NA
Craugastor tarahumaraensis,Vulnerable,NA,NA,NA
Eleutherodactylus ronaldi,Vulnerable,NA,yes,NA
Craugastor taurus,Critically Endangered,NA,NA,NA
Pristimantis tenebrionis,Endangered,NA,NA,NA
Pristimantis rubicundus,Endangered,NA,NA,NA
Eleutherodactylus rubrimaculatus,Vulnerable,NA,NA,NA
Eleutherodactylus rufescens,Critically Endangered,NA,NA,NA
Eleutherodactylus rufifemoralis,Critically Endangered,NA,NA,NA
Eleutherodactylus ruthae,Endangered,NA,NA,NA
Craugastor sandersoni,Endangered,NA,NA,NA
Craugastor montanus,Endangered,NA,NA,NA
Eleutherodactylus saxatilis,Endangered,NA,NA,NA
Eleutherodactylus schmidti,Critically Endangered,NA,yes,NA
Eleutherodactylus schwartzi,Endangered,NA,NA,NA
Eleutherodactylus sciagraphus,Critically Endangered,NA,NA,NA
Pristimantis shrevei,Endangered,NA,NA,NA
Eleutherodactylus simulans,Endangered,NA,NA,NA
Pristimantis sobetes,Endangered,NA,NA,NA
Craugastor spatulatus,Endangered,NA,NA,NA
Eleutherodactylus tetajulia,Critically Endangered,NA,NA,NA
Eleutherodactylus thomasi,Endangered,NA,NA,NA
Eleutherodactylus thorectes,Critically Endangered,NA,NA,NA
Pristimantis thymalopsoides,Endangered,NA,NA,NA
Eleutherodactylus toa,Endangered,NA,NA,NA
Craugastor trachydermus,Critically Endangered,yes,NA,NA
Pristimantis truebae,Endangered,NA,NA,NA
Pristimantis turpinorum,Vulnerable,NA,NA,NA
Eleutherodactylus turquinensis,Critically Endangered,NA,yes,NA
Pristimantis turumiquirensis,Endangered,NA,NA,NA
Eleutherodactylus unicolor,Vulnerable,NA,NA,NA
Craugastor uno,Endangered,NA,NA,NA
Pristimantis urichi,Endangered,yes,NA,NA
Eleutherodactylus varians,Vulnerable,NA,NA,NA
Eleutherodactylus ventrilineatus,Critically Endangered,NA,NA,NA
Eleutherodactylus verrucipes,Vulnerable,NA,NA,NA
Pristimantis vertebralis,Vulnerable,NA,NA,NA
Pristimantis vidua,Endangered,NA,NA,NA
Craugastor vulcani,Endangered,NA,NA,NA
Eleutherodactylus warreni,Critically Endangered,NA,NA,NA
Eleutherodactylus wetmorei,Vulnerable,NA,NA,NA
Eleutherodactylus wightmanae,Endangered,yes,NA,NA
Eleutherodactylus zeus,Endangered,NA,yes,NA
Oreobates zongoensis,Critically Endangered,NA,NA,NA
Eleutherodactylus zugi,Endangered,NA,NA,NA
Euparkerella robusta,Vulnerable,NA,NA,NA
Euparkerella tridactyla,Vulnerable,NA,NA,NA
Lynchius simmonsi,Vulnerable,NA,NA,NA
Proceratophrys moratoi,Critically Endangered,NA,NA,NA
Microkayla adenopleura,Vulnerable,NA,NA,NA
Leptodactylus magistris,Critically Endangered,NA,NA,NA
Leptodactylus nesiotus,Vulnerable,NA,NA,NA
Leptodactylus silvanimbus,Critically Endangered,NA,NA,NA
Physalaemus soaresi,Endangered,yes,yes,NA
Microkayla kempffi,Vulnerable,NA,NA,NA
Microkayla pinguis,Vulnerable,NA,NA,NA
Microkayla wettsteini,Vulnerable,NA,NA,NA
Physalaemus atlanticus,Vulnerable,NA,NA,NA
Telmatobius vellardi,Critically Endangered,yes,NA,NA
Telmatobius verrucosus,Vulnerable,NA,NA,NA
Philoria pughi,Endangered,NA,NA,NA
Philoria richmondensis,Endangered,yes,NA,NA
Telmatobius cirrhacelis,Critically Endangered,yes,NA,NA
Telmatobius culeus,Critically Endangered,NA,yes,NA
Telmatobius edaphonastes,Endangered,NA,NA,NA
Telmatobius gigas,Critically Endangered,NA,NA,NA
Telmatobius huayra,Vulnerable,NA,NA,NA
Telmatobius niger,Critically Endangered,yes,NA,NA
Telmatobius sibiricus,Endangered,NA,NA,NA
Telmatobius yuracare,Vulnerable,NA,NA,NA
Oreolalax chuanbeiensis,Endangered,NA,NA,NA
Oreolalax granulosus,Vulnerable,NA,NA,NA
Oreolalax jingdongensis,Vulnerable,NA,NA,NA
Oreolalax liangbeiensis,Critically Endangered,NA,NA,yes
Oreolalax major,Vulnerable,NA,NA,NA
Oreolalax multipunctatus,Vulnerable,NA,yes,NA
Oreolalax omeimontis,Endangered,NA,NA,NA
Oreolalax pingii,Endangered,NA,NA,NA
Oreolalax puxiongensis,Endangered,NA,NA,NA
Leptobrachella alpina,Endangered,NA,NA,NA
Oreolalax rhodostigmatus,Vulnerable,NA,yes,NA
Scutiger chintingensis,Endangered,NA,NA,NA
Scutiger liupanensis,Vulnerable,NA,NA,NA
Scutiger maculatus,Critically Endangered,NA,NA,NA
Scutiger muliensis,Endangered,NA,NA,NA
Scutiger nepalensis,Vulnerable,NA,NA,NA
Scutiger ningshanensis,Endangered,NA,yes,NA
Scutiger pingwuensis,Endangered,NA,NA,NA
Scutiger ruginosus,Vulnerable,NA,NA,NA
Scutiger tuberculatus,Vulnerable,NA,NA,NA
Leptobrachium boringii,Endangered,NA,NA,NA
Leptobrachium echinatum,Endangered,NA,NA,NA
Leptobrachium leishanense,Endangered,NA,NA,NA
Austrochaperina novaebritanniae,Vulnerable,NA,NA,NA
Megophrys brachykolos,Endangered,NA,NA,NA
Megophrys gigantica,Vulnerable,NA,NA,NA
Cryptotis gracilis,Vulnerable,NA,NA,NA
Megophrys nankiangensis,Vulnerable,NA,NA,NA
Choerophryne siegfriedi,Critically Endangered,NA,NA,NA
Cophixalus monticola,Endangered,yes,yes,NA
Cophixalus nubicola,Vulnerable,NA,NA,NA
Copiula minor,Vulnerable,NA,NA,NA
Callulops kopsteini,Endangered,NA,NA,NA
Cophixalus aenigma,Vulnerable,NA,NA,NA
Dasypops schirchi,Vulnerable,NA,NA,NA
Microhyla karunaratnei,Critically Endangered,NA,NA,NA
Microhyla sholigari,Endangered,NA,NA,NA
Microhyla zeylanica,Endangered,NA,NA,NA
Petropedetes perreti,Endangered,NA,NA,NA
Phrynobatrachus annulatus,Endangered,NA,NA,NA
Nasikabatrachus sahyadrensis,Endangered,NA,NA,NA
Pelobates varaldii,Endangered,NA,NA,NA
Amolops hongkongensis,Endangered,NA,NA,NA
Amolops loloensis,Vulnerable,NA,NA,NA
Amolops tuberodepressus,Vulnerable,NA,NA,NA
Nanorana unculuanus,Endangered,NA,NA,NA
Conraua derooi,Critically Endangered,yes,NA,NA
Indirana brachytarsus,Endangered,NA,NA,NA
Indirana diplosticta,Endangered,NA,NA,NA
Indirana gundia,Critically Endangered,NA,NA,NA
Micrixalus gadgili,Endangered,NA,NA,NA
Indirana leithii,Vulnerable,NA,NA,NA
Indirana leptodactyla,Endangered,NA,NA,NA
Micrixalus kottigeharensis,Critically Endangered,NA,NA,NA
Indirana phrynoderma,Critically Endangered,NA,NA,NA
Micrixalus nudis,Vulnerable,NA,NA,NA
Micrixalus phyllophilus,Vulnerable,NA,NA,NA
Limnonectes liui,Vulnerable,NA,NA,NA
Minervarya sahyadris,Endangered,NA,NA,NA
Nannophrys ceylonensis,Vulnerable,NA,NA,NA
Nannophrys marmorata,Critically Endangered,NA,yes,NA
Nyctibatrachus aliciae,Endangered,NA,NA,NA
Nyctibatrachus beddomii,Endangered,NA,NA,NA
Nyctibatrachus deccanensis,Vulnerable,NA,NA,NA
Nyctibatrachus humayuni,Vulnerable,NA,NA,NA
Nyctibatrachus karnatakaensis,Endangered,NA,yes,NA
Limnonectes heinrichi,Vulnerable,NA,NA,NA
Nyctibatrachus major,Vulnerable,NA,yes,NA
Nyctibatrachus minor,Endangered,NA,NA,NA
Nyctibatrachus sanctipalustris,Endangered,NA,yes,NA
Nyctibatrachus vasanthi,Endangered,NA,NA,NA
Ingerana borealis,Vulnerable,NA,NA,NA
Rana sauteri,Endangered,NA,NA,NA
Pterorana khare,Vulnerable,NA,NA,NA
Quasipaa boulengeri,Endangered,NA,NA,NA
Quasipaa exilispinosa,Vulnerable,NA,NA,NA
Quasipaa jiulongensis,Vulnerable,NA,NA,NA
Nanorana liui,Vulnerable,NA,NA,NA
Nanorana maculosa,Endangered,NA,NA,NA
Nanorana minica,Vulnerable,NA,NA,NA
Quasipaa robertingeri,Endangered,NA,NA,NA
Nanorana rostandi,Vulnerable,NA,NA,NA
Quasipaa shini,Vulnerable,NA,NA,NA
Quasipaa spinosa,Vulnerable,NA,NA,NA
Nanorana yunnanensis,Endangered,NA,NA,NA
Palmatorappia solomonis,Vulnerable,NA,NA,NA
Cornufer akarithymus,Vulnerable,NA,NA,NA
Cornufer parkeri,Vulnerable,NA,NA,NA
Pelophylax cerigensis,Critically Endangered,NA,NA,NA
Pelophylax cretensis,Endangered,NA,NA,NA
Ptychadena newtoni,Endangered,NA,NA,NA
Lithobates dunni,Endangered,yes,NA,NA
Pelophylax epeiroticus,Vulnerable,NA,NA,NA
Odorrana amamiensis,Endangered,NA,NA,NA
Ingerana charlesdarwini,Critically Endangered,NA,NA,NA
Lithobates chichicuahutla,Critically Endangered,NA,NA,NA
Lithobates chiricahuensis,Vulnerable,yes,NA,NA
Pelophylax chosenicus,Vulnerable,NA,NA,NA
Lithobates megapoda,Vulnerable,NA,NA,NA
Lithobates miadis,Vulnerable,NA,yes,NA
Lithobates okaloosae,Vulnerable,NA,NA,NA
Babina okinavana,Endangered,NA,NA,NA
Lithobates omiltemanus,Critically Endangered,yes,NA,NA
Odorrana jingdongensis,Vulnerable,NA,NA,NA
Lithobates johni,Endangered,yes,NA,NA
Odorrana junlianensis,Vulnerable,NA,NA,NA
Odorrana kuangwuensis,Endangered,NA,NA,NA
Rana longicrus,Vulnerable,NA,NA,NA
Lithobates macroglossa,Vulnerable,NA,NA,NA
Odorrana narina,Endangered,NA,NA,NA
Lithobates pueblae,Critically Endangered,NA,yes,NA
Lithobates sevosus,Critically Endangered,yes,NA,yes
Pelophylax shqipericus,Endangered,NA,NA,NA
Lithobates sierramadrensis,Vulnerable,NA,NA,NA
Liuixalus romeri,Endangered,NA,NA,NA
Odorrana supranarina,Endangered,NA,NA,NA
Lithobates tarahumarae,Vulnerable,yes,NA,NA
Pelophylax tenggerensis,Endangered,NA,NA,NA
Odorrana utsunomiyaorum,Endangered,NA,NA,NA
Pseudorana weiningensis,Vulnerable,NA,NA,NA
Odorrana wuchuanensis,Critically Endangered,NA,yes,NA
Pseudophilautus limbus,Critically Endangered,NA,NA,NA
Theloderma moloch,Vulnerable,NA,NA,NA
Pseudophilautus nemus,Critically Endangered,NA,NA,NA
Pseudophilautus alto,Endangered,yes,NA,NA
Pseudophilautus pleurotaenia,Endangered,yes,NA,NA
Pseudophilautus asankai,Endangered,yes,NA,NA
Pseudophilautus reticulatus,Endangered,yes,NA,NA
Raorchestes bombayensis,Vulnerable,NA,yes,NA
Raorchestes sanctisilvaticus,Critically Endangered,NA,yes,NA
Pseudophilautus caeruleus,Endangered,yes,yes,NA
Pseudophilautus sarasinorum,Endangered,yes,NA,NA
Pseudophilautus cavirostris,Endangered,yes,NA,NA
Raorchestes chalazodes,Critically Endangered,NA,NA,NA
Raorchestes charius,Endangered,NA,NA,NA
Pseudophilautus cuspis,Endangered,yes,NA,NA
Pseudophilautus femoralis,Endangered,NA,NA,NA
Pseudophilautus folicola,Endangered,yes,NA,NA
Pseudophilautus fulvus,Endangered,yes,NA,NA
Philautus garo,Vulnerable,NA,NA,NA
Raorchestes glandulosus,Vulnerable,NA,NA,NA
Raorchestes griet,Critically Endangered,NA,NA,NA
Pseudophilautus macropus,Critically Endangered,NA,NA,NA
Pseudophilautus microtympanum,Endangered,NA,NA,NA
Pseudophilautus schmarda,Endangered,yes,NA,NA
Raorchestes shillongensis,Critically Endangered,NA,NA,NA
Rhacophorus yaoshanensis,Endangered,NA,NA,NA
Raorchestes signatus,Endangered,NA,NA,NA
Pseudophilautus silus,Endangered,yes,NA,NA
Raorchestes graminirupes,Vulnerable,NA,NA,NA
Pseudophilautus amboli,Critically Endangered,NA,NA,NA
Raorchestes dubois,Vulnerable,NA,NA,NA
Raorchestes munnarensis,Critically Endangered,NA,NA,NA
Raorchestes ponmudi,Critically Endangered,NA,NA,NA
Raorchestes bobingeri,Vulnerable,NA,NA,NA
Raorchestes viridis,Endangered,yes,NA,NA
Pseudophilautus zorro,Endangered,yes,NA,NA
Taruga eques,Endangered,NA,yes,NA
Polypedates insularis,Endangered,NA,NA,NA
Taruga longinasus,Endangered,yes,NA,NA
Rhacophorus arvalis,Endangered,NA,NA,NA
Rhacophorus aurantiventris,Endangered,NA,NA,yes
Rhacophorus lateralis,Endangered,NA,NA,NA
Batrachuperus karlschmidti,Vulnerable,NA,NA,NA
Batrachuperus pinchonii,Vulnerable,yes,yes,NA
Batrachuperus tibetanus,Vulnerable,NA,NA,NA
Batrachuperus yenyuanensis,Vulnerable,NA,NA,NA
Rhacophorus pseudomalabaricus,Critically Endangered,NA,NA,NA
Hynobius amjiensis,Critically Endangered,yes,yes,NA
Hynobius arisanensis,Vulnerable,NA,NA,NA
Hynobius boulengeri,Vulnerable,NA,NA,NA
Hynobius chinensis,Endangered,NA,NA,NA
Ghatixalus variabilis,Endangered,NA,NA,NA
Ambystoma altamirani,Endangered,yes,yes,NA
Ambystoma bombypellum,Critically Endangered,yes,NA,NA
Ambystoma granulosum,Critically Endangered,yes,yes,NA
Ambystoma leorae,Critically Endangered,yes,yes,NA
Bolitoglossa flaviventris,Endangered,NA,NA,NA
Bolitoglossa franklini,Endangered,yes,yes,NA
Bolitoglossa guaramacalensis,Vulnerable,NA,NA,NA
Bolitoglossa gracilis,Vulnerable,NA,NA,NA
Hynobius tokyoensis,Vulnerable,NA,NA,NA
Bolitoglossa medemi,Vulnerable,NA,NA,NA
Hynobius yiwuensis,Vulnerable,NA,NA,NA
Bolitoglossa meliana,Endangered,NA,NA,NA
Pachyhynobius yunanicus,Endangered,NA,NA,NA
Bolitoglossa minutula,Endangered,NA,NA,NA
Pachyhynobius shangchengensis,Vulnerable,yes,NA,NA
Bolitoglossa mombachoensis,Vulnerable,NA,NA,NA
Pseudohynobius flavomaculatus,Vulnerable,NA,NA,NA
Bolitoglossa mulleri,Vulnerable,NA,NA,NA
Liua tsinpaensis,Vulnerable,NA,NA,NA
Bolitoglossa nigrescens,Endangered,NA,NA,NA
Bolitoglossa orestes,Vulnerable,NA,NA,NA
Bolitoglossa pesrubra,Vulnerable,yes,NA,NA
Bolitoglossa porrasorum,Endangered,NA,NA,NA
Batrachoseps regius,Vulnerable,NA,NA,NA
Batrachoseps wrighti,Vulnerable,NA,NA,NA
Bolitoglossa alvaradoi,Endangered,NA,NA,NA
Bolitoglossa celaque,Endangered,NA,NA,NA
Bolitoglossa chica,Vulnerable,NA,NA,NA
Bolitoglossa conanti,Endangered,NA,NA,NA
Bolitoglossa diminuta,Vulnerable,NA,NA,NA
Bolitoglossa engelhardti,Endangered,NA,NA,NA
Bolitoglossa flavimembris,Endangered,NA,NA,NA
Bolitoglossa lignicolor,Vulnerable,NA,NA,NA
Bolitoglossa marmorea,Endangered,NA,NA,NA
Eurycea chisholmensis,Vulnerable,NA,NA,NA
Bolitoglossa rostrata,Vulnerable,NA,yes,NA
Eurycea junaluska,Vulnerable,NA,NA,yes
Eurycea latitans,Vulnerable,NA,NA,NA
Eurycea waterlooensis,Vulnerable,NA,NA,NA
Gyrinophilus gulolineatus,Endangered,NA,NA,NA
Bolitoglossa sooyorum,Endangered,NA,NA,NA
Gyrinophilus palleucus,Vulnerable,NA,NA,NA
Gyrinophilus subterraneus,Endangered,NA,NA,yes
Eurycea wallacei,Vulnerable,NA,NA,NA
Bolitoglossa subpalmata,Endangered,yes,NA,NA
Pseudoeurycea lineola,Endangered,NA,NA,NA
Bradytriton silus,Critically Endangered,NA,NA,NA
Nototriton barbouri,Endangered,NA,NA,NA
Nototriton gamezi,Vulnerable,NA,NA,NA
Chiropterotriton chiropterus,Critically Endangered,NA,NA,NA
Nototriton guanacaste,Vulnerable,NA,NA,NA
Chiropterotriton chondrostega,Endangered,NA,NA,NA
Chiropterotriton cracens,Endangered,NA,NA,NA
Nototriton major,Critically Endangered,NA,NA,NA
Chiropterotriton magnipes,Critically Endangered,NA,NA,NA
Chiropterotriton multidentatus,Endangered,NA,NA,NA
Chiropterotriton orculus,Vulnerable,NA,NA,NA
Chiropterotriton terrestris,Critically Endangered,NA,NA,NA
Thorius adelos,Endangered,NA,NA,NA
Cryptotriton alvarezdeltoroi,Endangered,NA,NA,NA
Dendrotriton bromeliacius,Critically Endangered,NA,NA,NA
Dendrotriton cuchumatanus,Critically Endangered,NA,NA,NA
Dendrotriton megarhinus,Vulnerable,NA,NA,NA
Dendrotriton rabbi,Critically Endangered,NA,NA,NA
Dendrotriton xolocalcae,Vulnerable,NA,NA,NA
Eurycea naufragia,Endangered,NA,NA,NA
Eurycea neotenes,Vulnerable,NA,NA,NA
Eurycea tonkawae,Endangered,NA,NA,NA
Nototriton saslaya,Vulnerable,NA,NA,NA
Plethodon welleri,Endangered,NA,NA,NA
Nototriton tapanti,Vulnerable,NA,NA,NA
Nyctanolis pernix,Endangered,NA,NA,NA
Oedipina alfaroi,Vulnerable,NA,NA,NA
Pseudoeurycea exspectata,Critically Endangered,NA,NA,NA
Oedipina altura,Critically Endangered,NA,NA,NA
Oedipina carablanca,Endangered,NA,NA,NA
Pseudoeurycea goebeli,Critically Endangered,NA,NA,NA
Pseudoeurycea juarezi,Critically Endangered,NA,yes,NA
Oedipina gracilis,Endangered,NA,NA,NA
Oedipina grandis,Endangered,NA,NA,NA
Oedipina maritima,Critically Endangered,NA,NA,NA
Oedipina paucidentata,Critically Endangered,NA,NA,NA
Oedipina poelzi,Endangered,NA,NA,NA
Pseudoeurycea rex,Critically Endangered,yes,NA,NA
Oedipina pseudouniformis,Endangered,NA,NA,NA
Oedipina stenopodia,Endangered,NA,NA,NA
Pseudoeurycea smithi,Critically Endangered,NA,NA,NA
Pseudoeurycea tenchalli,Endangered,NA,NA,NA
Parvimolge townsendi,Critically Endangered,NA,NA,NA
Pseudoeurycea teotepec,Endangered,NA,NA,NA
Plethodon amplus,Vulnerable,NA,NA,NA
Plethodon cheoah,Vulnerable,NA,NA,NA
Plethodon meridianus,Vulnerable,NA,NA,NA
Plethodon petraeus,Vulnerable,NA,yes,NA
Plethodon shermani,Vulnerable,NA,NA,NA
Pseudoeurycea brunnata,Critically Endangered,NA,NA,NA
Pleurodeles poireti,Endangered,NA,NA,NA
Pseudoeurycea tlahcuiloh,Critically Endangered,NA,NA,NA
Pseudoeurycea unguidentis,Critically Endangered,NA,NA,NA
Salamandra algira,Vulnerable,NA,NA,NA
Thorius arboreus,Endangered,NA,NA,NA
Thorius aureus,Critically Endangered,NA,NA,NA
Thorius boreas,Endangered,NA,NA,NA
Thorius dubitus,Endangered,NA,NA,NA
Tylototriton hainanensis,Endangered,NA,NA,NA
Thorius grandis,Endangered,NA,NA,NA
Tylototriton kweichowensis,Vulnerable,NA,NA,NA
Thorius infernalis,Critically Endangered,NA,NA,NA
Thorius lunaris,Endangered,NA,NA,NA
Thorius macdougalli,Vulnerable,NA,NA,NA
Tylototriton wenxianensis,Vulnerable,NA,NA,NA
Thorius magnipes,Critically Endangered,NA,NA,NA
Thorius minutissimus,Critically Endangered,NA,NA,NA
Thorius munificus,Critically Endangered,NA,NA,NA
Thorius narisovalis,Critically Endangered,NA,NA,NA
Thorius omiltemi,Endangered,NA,NA,NA
Thorius pennatulus,Critically Endangered,NA,NA,NA
Thorius pulmonaris,Endangered,NA,NA,NA
Thorius schmidti,Endangered,NA,NA,NA
Thorius smithi,Critically Endangered,NA,NA,NA
Thorius spilogaster,Critically Endangered,NA,NA,NA
Necturus alabamensis,Endangered,NA,NA,NA
Rhyacotriton olympicus,Vulnerable,NA,NA,NA
Cynops ensicauda,Endangered,NA,yes,NA
Hypselotriton orphicus,Endangered,NA,NA,NA
Echinotriton andersoni,Endangered,NA,NA,NA
Echinotriton chinhaiensis,Critically Endangered,NA,NA,NA
Notophthalmus meridionalis,Endangered,NA,NA,NA
Paramesotriton fuzhongensis,Vulnerable,NA,NA,NA
Paramesotriton guangxiensis,Endangered,NA,NA,NA
Dermophis mexicanus,Vulnerable,NA,NA,NA
Ichthyophis orthoplicatus,Vulnerable,NA,NA,NA
Ichthyophis pseudangularis,Vulnerable,NA,NA,NA
Urolophus javanicus,Critically Endangered,NA,NA,NA
Gymnura zonura,Vulnerable,NA,NA,NA
Aetobatus flagellum,Endangered,NA,NA,NA
Aetomylaeus maculatus,Endangered,NA,NA,NA
Rhinoptera javanica,Vulnerable,NA,NA,NA
Sphyrna tudes,Vulnerable,NA,NA,NA
Mustelus schmitti,Endangered,NA,NA,NA
Isogomphodon oxyrhynchus,Critically Endangered,NA,NA,NA
Carcharhinus signatus,Vulnerable,NA,NA,NA
Alosa vistonica,Critically Endangered,NA,NA,NA
Cycas micronesica,Endangered,yes,yes,NA
Atlantoraja cyclophora,Vulnerable,NA,NA,NA
Semicossyphus pulcher,Vulnerable,NA,NA,NA
Salaria economidisi,Critically Endangered,NA,NA,NA
Diplobatis colombiensis,Vulnerable,NA,NA,NA
Diplobatis guamachensis,Vulnerable,NA,NA,NA
Diplobatis ommata,Vulnerable,NA,NA,NA
Diplobatis picta,Vulnerable,NA,NA,NA
Narcine brevilabiata,Vulnerable,NA,NA,NA
Rostroraja alba,Endangered,yes,NA,NA
Zapteryx brevirostris,Vulnerable,NA,NA,NA
Ceylonthelphusa alpina,Endangered,NA,NA,NA
Ceylonthelphusa armata,Endangered,NA,NA,NA
Ceylonthelphusa callista,Critically Endangered,NA,NA,NA
Ceylonthelphusa diva,Endangered,NA,NA,NA
Ceylonthelphusa durrelli,Critically Endangered,NA,NA,NA
Ceylonthelphusa kotagama,Critically Endangered,NA,NA,NA
Ceylonthelphusa nata,Critically Endangered,NA,NA,NA
Ceylonthelphusa orthos,Critically Endangered,NA,NA,NA
Ceylonthelphusa savitriae,Critically Endangered,NA,NA,NA
Ceylonthelphusa sanguinea,Critically Endangered,NA,NA,NA
Clinothelphusa kakoota,Critically Endangered,NA,NA,NA
Mahatha helaya,Critically Endangered,NA,NA,NA
Mahatha iora,Critically Endangered,NA,NA,NA
Mahatha lacuna,Critically Endangered,NA,NA,NA
Mahatha regina,Critically Endangered,NA,NA,NA
Oziothelphusa dakuna,Endangered,NA,NA,NA
Oziothelphusa gallicola,Endangered,NA,NA,NA
Oziothelphusa hippocastanum,Vulnerable,NA,NA,NA
Oziothelphusa intuta,Critically Endangered,NA,NA,NA
Oziothelphusa ritigala,Vulnerable,NA,NA,NA
Oziothelphusa stricta,Vulnerable,NA,NA,NA
Pastilla dacuna,Endangered,NA,NA,NA
Perbrinckia enodis,Critically Endangered,NA,NA,NA
Perbrinckia cracens,Critically Endangered,NA,NA,NA
Perbrinckia fenestra,Vulnerable,NA,yes,NA
Perbrinckia fido,Critically Endangered,NA,NA,NA
Plectrohyla ephemera,Critically Endangered,yes,NA,NA
Perbrinckia gabadagei,Critically Endangered,NA,yes,NA
Perbrinckia glabra,Critically Endangered,NA,yes,NA
Perbrinckia integra,Vulnerable,NA,yes,NA
Perbrinckia morayensis,Critically Endangered,NA,NA,NA
Ceylonthelphusa nana,Critically Endangered,NA,NA,NA
